,자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간,이용거리
406,SPB-23793,2019.11.14 21:43,826,서울역 서부교차로2,18,2019.11.14 22:10,101,(구)합정동 주민센터,5,25,6320
407,SPB-23154,2019.11.14 22:05,106,합정역 7번출구 앞,10,2019.11.14 22:11,101,(구)합정동 주민센터,5,5,510
408,SPB-07283,2019.11.14 22:15,152,마포구민체육센터 앞,17,2019.11.14 22:26,101,(구)합정동 주민센터,1,11,0
409,SPB-10593,2019.11.14 23:29,106,합정역 7번출구 앞,5,2019.11.14 23:40,101,(구)합정동 주민센터,4,10,760
410,SPB-18614,2019.11.14 23:07,391,정동길입구,5,2019.11.14 23:49,101,(구)합정동 주민센터,3,40,7510
411,SPB-24467,2019.11.15 01:04,103,망원역 2번출구 앞,3,2019.11.15 01:10,101,(구)합정동 주민센터,1,5,770
412,SPB-13450,2019.11.15 02:22,151,망원1동주민센터,10,2019.11.15 02:27,101,(구)합정동 주민센터,2,4,1070
413,SPB-25161,2019.11.15 03:13,106,합정역 7번출구 앞,6,2019.11.15 03:18,101,(구)합정동 주민센터,1,3,640
414,SPB-24515,2019.11.15 03:58,112,극동방송국 앞,1,2019.11.15 04:08,101,(구)합정동 주민센터,1,9,1620
415,SPB-12116,2019.11.15 04:22,112,극동방송국 앞,5,2019.11.15 04:33,101,(구)합정동 주민센터,1,11,2200
416,SPB-17768,2019.11.15 09:31,103,망원역 2번출구 앞,14,2019.11.15 09:37,101,(구)합정동 주민센터,1,5,1050
417,SPB-18841,2019.11.15 20:40,113,홍대입구역 2번출구 앞,24,2019.11.15 20:53,101,(구)합정동 주민센터,1,12,2280
418,SPB-24467,2019.11.15 21:55,152,마포구민체육센터 앞,18,2019.11.15 22:05,101,(구)합정동 주민센터,1,10,1180
419,SPB-17570,2019.11.15 22:16,391,정동길입구,7,2019.11.15 23:04,101,(구)합정동 주민센터,5,48,8100
